#
#   VizieR Astronomical Server cdsarc.cds.unistra.fr
#    Date: 2025-04-28T21:48:34 [V7.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-04-28T21:48:34	  Query execution date
#INFO	request=https://cdsarc.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=9999&-out.add=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=V/137D/XHIP,V/137D/refs,V/137D/groups&-order=I&-out=HIP&-out=RAJ2000&-out=DEJ2000&-out=Dist&Dist=&gt;= 0&-out=X&-out=Y&-out=Z&-out=SpType&Simbad=Simbad&-out=Lum&-out=Name&-out=GrpName&-out=AltName&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable
#INFO	CatalogsExamined=3	
#  3 catalogues with potential matches were examined.
#

#RESOURCE=yCat_5137
#Name: V/137D
#Title: Extended Hipparcos Compilation (XHIP) (Anderson+, 2012)
#INFO	ivoid=ivo://cds.vizier/v/137d	    IVOID of underlying data collection
#INFO	creator=Anderson E.	    First author or institution
#INFO	cites=bibcode:2012AstL...38..331A	    Article or Data origin sources
#INFO	original_date=2012	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/V/137D	    Dataset landing page
#INFO	publication_date=2017-10-12	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_1991.250:	eq_FK5 J2000
#Table	V_137D_XHIP:
#Name: V/137D/XHIP
#Title: XHIP catalog: astrometry, spectrography, space motions, exoplanets, photometry, and references
#Column	HIP	(I6)	Hipparcos identifier	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F12.8)	Right ascension (ICRS, Epoch=J1991.25)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F12.8)	Declination (ICRS, Epoch=J1991.25)	[ucd=pos.eq.dec;meta.main]
#Column	Dist	(F7.2)	? Heliocentric distance (7)	[ucd=pos.distance]
#Column	X	(F6.1)	? Heliocentric distance towards Gal. center	[ucd=pos.distance]
#Column	Y	(F7.1)	? Heliocentric distance towards Gal. rotation	[ucd=pos.distance]
#Column	Z	(F6.1)	? Heliocentric distance towards N. Gal. Pole	[ucd=pos.distance]
#Column	SpType	(a26)	Spectral type (MK, HD, or other)	[ucd=src.spType]
#Column	Lum	(F9.2)	? Stellar luminosity (23)	[ucd=phys.luminosity]
#Column	Name	(a48)	Star name(s)	[ucd=meta.id]
#Column	GrpName	(a106)	Cluster or Association name(s)	[ucd=meta.id.parent]
HIP	RAJ2000	DEJ2000	Dist	X	Y	Z	SpType	Lum	Name	GrpName
 12137	039.08182264	+13.66851836	 160.12	-110.6	   44.3	-107.0	F0                        	    10.34	                                                	
 12139	039.09775343	-12.25739327	  84.26	 -40.2	   -4.9	 -73.9	F8                        	         	                                                	
 12141	039.12272377	-23.91912310	 206.15	 -71.4	  -43.1	-188.5	K0 III                    	    52.67	                                                	
 12144	039.13553254	-34.60783052	  31.02	  -6.6	  -10.5	 -28.4	M2.5V                     	     0.03	                                                	
 12145	039.13859245	+63.49675011	 178.14	-124.3	  127.2	   9.3	K0                        	    49.10	                                                	
 12146	039.14155668	-14.65665983	 176.68	 -79.9	  -15.9	-156.8	K0 III                    	    67.29	                                                	
 12147	039.14659654	-74.10955081	  53.35	  16.1	  -36.8	 -35.1	K0                        	     0.36	                                                	
 12148	039.14626518	+07.73007770	  90.57	 -59.2	   18.3	 -66.1	K0III:                    	    49.25	HR 766                                          	
 12151	039.15068744	+42.40057825	 210.56	-161.1	  122.0	 -59.3	B9                        	   107.53	                                                	
 12153	039.15728637	+12.44784626	  34.72	 -23.8	    9.1	 -23.6	F7V                       	     6.17	31 Arietis                                      	
 12155	039.16020427	+12.20820782	  47.67	 -32.6	   12.3	 -32.6	K7V                       	     0.08	                                                	
 12156	039.16223883	-46.90569275	  39.90	  -2.1	  -19.0	 -35.0	K7- V (k)                 	     0.11	                                                	
 12158	039.17322270	-03.15627810	  24.12	 -13.7	    1.5	 -19.8	K2.5V (k)                 	     0.38	Gliese 9087                                     	Hyades
 12159	039.17509523	+23.05311314	 139.49	-102.7	   53.9	 -77.5	F0                        	     9.20	                                                	
 12160	039.17937696	+31.60766591	 113.39	 -86.1	   54.2	 -49.9	K0III                     	    61.37	HR 757                                          	
 12164	039.19627584	-20.76918373	 132.10	 -50.8	  -22.4	-119.9	A7/8 V + (G)              	     6.37	                                                	
 12167	039.19911785	-25.02359515	  59.89	 -20.0	  -13.4	 -54.8	G2 V                      	     2.71	                                                	
 12170	039.20912761	-20.12183771	 143.50	 -56.2	  -23.2	-130.0	K0 III                    	    51.96	                                                	
 12173	039.21492557	-79.81398101	 292.56	 108.5	 -209.8	-172.6	K0III                     	    91.54	                                                	
 12174	039.21765346	-17.39383718	 115.28	 -48.8	  -14.6	-103.4	G5 V                      	     2.49	                                                	
 12175	039.21743607	+83.31622033	 223.54	-122.9	  168.5	  80.5	F0                        	     5.84	                                                	
 12176	039.22233528	-35.31991528	 196.53	 -40.4	  -68.6	-179.7	K0 III                    	    45.46	                                                	
 12179	039.23619702	-32.68982155	  94.29	 -22.6	  -30.0	 -86.5	F5 V                      	     2.90	                                                	
 12180	039.23726397	-08.34343115	 180.34	 -93.5	   -1.5	-154.2	F0/2 V                    	    10.14	                                                	
 12181	039.23782985	+38.73398301	  54.14	 -41.5	   29.6	 -18.2	F5V                       	    11.40	                                                	
 12184	039.24018285	+24.64809373	  40.75	 -30.3	   16.4	 -21.8	F7V                       	     2.15	30 Arietis B (HR 764)                           	
 12186	039.24425349	-34.57734541	  25.78	  -5.6	   -8.8	 -23.6	G1V                       	     3.03	Lambda-2 Fornacis                               	
 12189	039.25181552	+24.64725674	  41.72	 -31.0	   16.8	 -22.3	F5V                       	     3.87	30 Arietis A (HR 765)                           	
 12190	039.25432293	-09.10210993	 112.84	 -57.7	   -2.1	 -97.0	G0                        	     1.36	                                                	
 12191	039.25808970	+42.06273018	  57.77	 -44.3	   33.2	 -16.5	G2                        	     3.78	                                                	
 12192	039.25868767	-30.93299810	 141.60	 -37.1	  -42.1	-130.0	F2 V                      	     4.71	                                                	
 12194	039.25995017	+11.05927119	 208.67	-141.3	   50.6	-145.0	A5                        	    10.46	                                                	
 12196	039.27131385	-28.99326818	 246.21	 -70.5	  -67.4	-226.1	K0 III                    	   111.54	                                                	
 12198	039.27352484	+12.90210957	  70.56	 -48.6	   18.7	 -47.6	G5                        	     1.60	                                                	
 12200	039.27713566	+32.89101712	  49.85	 -38.0	   24.4	 -21.0	F7V                       	     7.37	HR 761                                          	
 12202	039.28362503	-02.33417489	  93.98	 -54.1	    6.6	 -76.6	F2 V                      	     7.41	                                                	
 12204	039.28582988	-11.19761158	  65.70	 -32.2	   -3.0	 -57.2	G1 V                      	     2.44	                                                	
 12280	039.55010969	-40.43514060	 130.20	 -18.5	  -53.4	-117.3	G1V                       	     2.23	                                                	
 12205	039.28977737	+02.41550900	 115.92	 -71.3	   15.3	 -90.1	F2 II                     	    14.57	                                                	
 12207	039.29397313	+30.40783978	 189.01	-143.4	   87.9	 -86.3	A0   IV                   	    27.00	                                                	
 12209	039.29734308	-03.90792950	 112.11	 -62.9	    5.5	 -92.6	F5 V                      	     4.60	                                                	
 12214	039.31757541	+27.11166078	 126.65	 -95.1	   54.4	 -63.5	K0                        	     7.28	                                                	
 12215	039.32422023	-40.74662869	 214.74	 -29.1	  -88.4	-193.5	G8III                     	    29.42	                                                	
 12217	039.33703606	-22.72578279	 140.70	 -51.1	  -27.6	-128.2	G1 V                      	     3.39	                                                	
 12218	039.33679512	+39.89612693	 231.45	-177.7	  128.7	 -73.8	B5V                       	   223.11	HR 760                                          	
 12220	039.33941660	-23.72248399	 111.55	 -39.2	  -23.3	-101.8	F6/7 V                    	     3.49	                                                	
 12224	039.34972889	-33.07547507	 137.13	 -32.3	  -44.4	-125.7	F3 V                      	     6.93	                                                	
 12225	039.35110365	-52.54308836	  45.42	   1.0	  -24.2	 -38.4	A7V                       	    13.53	Eta Horologii                                   	
 12229	039.36353470	-46.64623714	 111.09	  -6.4	  -52.7	 -97.6	A9V                       	     7.68	                                                	
 12231	039.36615860	+64.11343975	  93.21	 -64.8	   66.7	   5.8	F8                        	     6.89	                                                	
 12232	039.36632905	+83.83453868	 202.85	-110.6	  152.8	  74.6	K0                        	   165.02	                                                	
 12236	039.38373811	-47.39209384	 241.57	 -11.5	 -116.5	-211.3	K0III                     	    27.34	                                                	
 12237	039.39254934	+69.05687703	 197.29	-131.2	  144.7	  27.9	G9III                     	    59.41	                                                	
 12238	039.39310549	+20.57494635	  92.75	 -67.6	   33.0	 -54.3	G9III                     	    16.47	                                                	
 12239	039.40002831	+65.74535769	 279.20	-191.6	  201.6	  24.8	K5III                     	  1106.17	HR 747                                          	
 12240	039.40027743	+21.41598599	 105.39	 -77.2	   38.5	 -60.6	G0                        	     1.98	                                                	
 12241	039.40037418	+50.23742617	 284.80	-214.6	  181.7	 -45.2	B8                        	    99.51	                                                	
 12246	039.42021479	-29.32368366	 132.92	 -37.7	  -37.1	-121.9	F8 V                      	     5.26	                                                	
 12247	039.42407322	-03.39606795	  92.31	 -52.4	    5.1	 -75.9	K0 III                    	    58.04	81 Ceti                                         	
 12248	039.42583280	-43.67327183	  76.93	  -7.5	  -34.2	 -68.5	G0V                       	     1.07	                                                	
 12250	039.43507578	-22.99200294	 183.52	 -66.2	  -36.8	-167.2	K0 III                    	    82.59	                                                	
 12255	039.45129473	+28.33518778	 138.97	-105.0	   61.4	 -67.3	F5                        	     5.47	                                                	
 12256	039.45314090	-37.80979255	 127.16	 -22.3	  -48.3	-115.5	G2/3 V                    	     2.71	                                                	
 12257	039.45523168	+23.12855706	 114.07	 -84.3	   43.8	 -63.1	F5                        	     4.93	                                                	
 12260	039.46145756	-13.12945171	 106.58	 -50.3	   -7.8	 -93.6	F7/8 V                    	     8.41	                                                	
 12261	039.46957939	-58.75358232	  14.96	   1.6	   -8.8	 -12.0	M3V                       	         	                                                	
 12262	039.47076863	+65.31883061	  82.72	 -57.0	   59.6	   6.8	F8                        	     6.27	                                                	
 12265	039.47702675	+38.91860920	 156.48	-120.3	   85.4	 -52.0	A2                        	    18.37	                                                	
 12269	039.49391532	-67.30089337	 215.51	  46.5	 -140.3	-156.8	G8III                     	    89.73	                                                	
 12271	039.49905010	-81.46744393	 283.30	 110.4	 -205.1	-161.2	K0III                     	    30.65	                                                	
 12272	039.50292400	+07.69537668	  73.43	 -48.3	   14.5	 -53.4	F6IV                      	    12.56	HR 770                                          	
 12273	039.50870085	+72.81821444	  78.40	 -50.1	   58.2	  15.7	G8III                     	    58.00	HR 743                                          	
 12276	039.54032231	+75.52797120	 150.58	 -93.1	  112.6	  36.6	A3                        	    12.53	                                                	
 12277	039.54103242	+75.38140629	 141.26	 -87.5	  105.6	  34.0	G0                        	     9.83	                                                	
 12278	039.54166761	+22.02009254	  84.43	 -62.2	   31.3	 -47.8	G0                        	     1.56	                                                	
 12279	039.54209805	-11.38498210	 150.87	 -74.1	   -7.8	-131.2	G8 III                    	    14.91	                                                	
 12281	039.55021056	-41.90442071	  61.13	  -7.5	  -26.1	 -54.8	K1IV/V                    	     5.42	Gliese 105.2                                    	
 12286	039.57171056	-59.01567006	 109.20	  11.6	  -64.5	 -87.4	G0V                       	     2.95	                                                	
